annualinc,collections,delinq,inq,openacc,dti,pubrec,lstatus,applytype_INDIVIDUAL,homeowner_MORTGAGE,homeowner_RENT,homeowner_OWN,term_36 months,vstatus_Not Verified,vstatus_Verified
50.0,0,0,1,10,18.6,0,On Time,1,0,1,0,1,1,0
70.0,0,0,1,14,6.41,0,On Time,1,1,0,0,1,1,0
65.0,0,1,2,15,8.59,0,On Time,1,1,0,0,1,1,0
44.0,0,0,1,11,35.52,1,On Time,1,0,1,0,1,0,1
30.0,0,0,2,5,14.04,1,On Time,1,1,0,0,1,1,0
90.0,0,1,0,12,31.23,0,On Time,1,1,0,0,0,0,1
220.0,0,0,0,12,12.71,0,On Time,1,1,0,0,1,0,1
62.0,0,0,1,8,20.0,0,On Time,1,0,1,0,1,1,0
48.0,0,0,0,8,8.71,0,On Time,1,0,1,0,1,1,0
58.545,0,1,1,31,24.99,1,On Time,1,1,0,0,1,0,1
92.5,0,1,1,20,14.74,0,On Time,1,0,1,0,0,0,1
95.0,0,3,2,31,24.22,0,On Time,1,0,0,1,1,0,0
67.263,0,0,0,6,25.91,0,On Time,1,0,1,0,1,0,0
62.594,0,0,0,12,17.7,0,Risky,1,1,0,0,1,0,1
64.0,0,0,0,10,25.61,0,On Time,1,0,1,0,1,1,0
42.0,0,0,0,14,34.63,0,On Time,1,0,1,0,1,0,0
30.0,0,0,3,8,27.96,1,On Time,1,0,0,1,1,1,0
45.0,0,0,1,20,31.31,1,Risky,1,0,1,0,0,0,1
85.0,0,0,0,26,29.58,0,On Time,1,0,0,1,1,0,1
60.0,0,1,0,11,21.38,0,On Time,1,0,1,0,1,0,1
48.0,0,0,0,5,13.33,1,On Time,1,0,1,0,1,0,0
170.0,0,0,1,25,17.76,0,On Time,1,1,0,0,1,0,1
104.0,0,0,0,4,3.22,1,On Time,1,1,0,0,1,0,0
31.47,0,1,0,9,10.26,0,On Time,1,0,1,0,1,0,0
50.0,0,0,0,4,3.36,0,On Time,1,1,0,0,1,0,1
60.0,0,0,0,10,3.77,0,On Time,1,0,1,0,1,1,0
75.0,0,0,0,16,38.75,0,On Time,1,1,0,0,1,0,1
120.0,0,0,2,16,19.1,0,On Time,1,1,0,0,1,0,0
87.75,0,1,0,17,30.59,0,On Time,1,0,1,0,0,0,0
94.0,0,1,0,18,20.16,0,On Time,1,1,0,0,1,0,0
60.0,0,0,0,18,20.6,0,On Time,1,0,1,0,1,1,0
39.0,0,3,0,11,37.85,0,On Time,1,1,0,0,1,0,0
63.0,0,0,0,17,26.67,0,On Time,1,0,1,0,1,0,1
135.0,0,1,0,13,7.68,0,On Time,1,0,1,0,1,1,0
50.0,0,0,0,5,9.48,1,On Time,1,1,0,0,1,1,0
72.0,0,0,0,7,14.77,0,On Time,1,1,0,0,1,0,0
32.0,0,0,1,6,12.68,0,On Time,1,1,0,0,1,0,0
58.2,0,0,0,19,27.65,0,On Time,1,0,1,0,1,0,1
110.0,0,1,0,16,23.71,0,On Time,1,1,0,0,0,1,0
60.0,0,0,1,5,9.22,1,On Time,1,1,0,0,1,1,0
72.0,0,0,0,10,14.23,0,On Time,1,1,0,0,0,0,1
70.9,0,0,0,11,16.13,0,On Time,1,1,0,0,1,0,0
41.0,0,0,1,11,13.29,0,On Time,1,1,0,0,1,1,0
48.0,0,0,2,6,13.05,1,On Time,1,0,1,0,1,0,0
41.0,0,2,0,14,22.75,0,On Time,1,0,0,1,1,0,1
70.0,0,1,0,13,34.54,0,On Time,1,1,0,0,1,0,1
61.0,0,0,1,10,18.41,0,On Time,1,0,1,0,1,0,0
52.0,0,0,0,9,19.82,0,On Time,1,0,1,0,1,1,0
110.0,0,0,0,11,14.26,1,On Time,1,1,0,0,1,0,1
40.0,0,0,2,12,24.78,1,On Time,1,0,1,0,1,0,1
268.0,0,0,0,11,4.48,0,On Time,1,1,0,0,1,0,1
81.0,0,1,1,11,1.47,0,On Time,1,1,0,0,1,0,0
36.0,0,0,0,14,18.57,0,On Time,1,1,0,0,0,0,1
29.12,0,0,0,6,16.4,0,On Time,1,0,1,0,1,0,1
53.0,0,0,2,19,20.45,0,On Time,1,0,1,0,1,1,0
150.0,0,0,0,11,13.4,0,On Time,1,0,1,0,1,0,0
52.0,0,1,2,15,28.87,0,On Time,1,1,0,0,1,0,1
50.0,0,0,0,5,7.75,0,On Time,1,0,1,0,0,0,1
50.0,0,1,2,11,14.18,1,On Time,1,1,0,0,0,0,1
150.0,0,0,2,7,6.25,0,On Time,1,1,0,0,1,0,0
65.0,0,0,0,13,14.01,1,On Time,1,0,1,0,1,0,1
75.0,0,0,0,17,31.71,0,On Time,1,1,0,0,0,0,1
85.0,0,1,0,13,12.48,0,On Time,1,1,0,0,1,1,0
59.0,0,2,0,12,16.73,0,On Time,1,0,1,0,0,0,1
176.0,0,0,0,9,9.07,0,On Time,1,0,1,0,1,0,1
54.0,0,0,0,11,24.24,0,On Time,1,0,1,0,1,1,0
125.0,0,0,1,18,8.22,1,On Time,1,1,0,0,1,0,1
33.37088,0,1,0,17,31.4,0,On Time,1,0,1,0,0,0,0
66.0,0,0,1,8,15.4,0,On Time,1,0,1,0,0,0,0
50.0,0,0,2,15,9.0,0,On Time,1,1,0,0,0,0,0
115.0,0,0,0,6,8.94,0,On Time,1,1,0,0,1,1,0
35.0,0,0,2,6,24.76,0,On Time,1,0,1,0,0,0,1
89.0,0,0,0,7,13.58,1,On Time,1,0,0,1,1,0,1
45.0,0,0,4,18,16.43,0,On Time,1,1,0,0,1,0,0
62.0,0,0,2,8,19.62,0,On Time,1,0,1,0,0,0,0
79.0,0,1,1,19,25.09,0,On Time,1,0,0,1,1,0,0
67.0,0,1,0,21,32.33,0,On Time,1,1,0,0,1,0,0
35.0,0,0,0,6,4.25,0,On Time,1,0,1,0,1,1,0
75.0,0,1,1,11,22.19,0,On Time,1,1,0,0,1,1,0
29.12,0,0,0,11,6.8,1,Risky,1,1,0,0,0,0,1
125.0,0,2,0,18,21.71,0,On Time,1,1,0,0,1,0,1
21.6,0,0,1,2,10.0,0,On Time,1,0,1,0,1,0,1
45.0,0,1,2,10,16.69,0,On Time,1,1,0,0,1,1,0
82.0,0,0,0,8,30.26,0,On Time,1,0,1,0,1,1,0
105.0,0,0,0,7,18.71,0,On Time,1,0,1,0,1,1,0
55.0,0,2,2,8,8.25,0,On Time,1,0,0,1,0,0,1
89.5,0,0,0,9,20.81,0,On Time,1,1,0,0,0,0,0
37.44,0,0,0,8,6.25,0,On Time,1,0,1,0,0,0,1
80.0,0,0,0,11,30.36,0,On Time,1,1,0,0,1,1,0
98.3,0,0,0,17,7.36,0,On Time,1,1,0,0,1,0,1
56.0,0,0,2,11,16.35,1,On Time,1,1,0,0,0,0,0
31.0,0,0,3,11,13.02,0,On Time,1,0,1,0,1,0,1
82.0,0,0,1,11,15.26,0,On Time,1,0,1,0,0,0,0
46.0,0,1,0,14,18.65,0,On Time,1,1,0,0,1,1,0
34.56,0,2,2,16,31.49,0,On Time,1,0,1,0,1,1,0
120.0,0,0,0,8,13.49,0,On Time,1,1,0,0,1,0,0
50.0,0,0,0,11,18.29,0,On Time,1,0,1,0,0,0,0
97.0,0,1,1,11,23.46,0,On Time,1,1,0,0,0,0,1
120.0,0,0,0,10,12.73,0,On Time,1,0,0,1,0,0,1
92.0,0,2,1,20,23.08,1,On Time,1,0,1,0,1,1,0
57.0,0,0,0,13,21.64,0,On Time,1,1,0,0,0,0,0
126.0,0,3,0,11,19.26,0,On Time,1,0,0,1,1,1,0
22.0,0,0,1,6,39.01,0,On Time,1,0,1,0,1,0,0
39.0,0,0,0,14,17.29,0,On Time,1,0,1,0,0,0,1
65.0,0,0,1,19,17.29,0,On Time,1,0,0,1,1,1,0
125.0,0,0,2,22,25.42,0,On Time,1,1,0,0,0,0,1
75.0,0,0,1,12,18.48,0,On Time,1,1,0,0,0,0,0
37.0,0,0,0,9,24.62,0,On Time,1,0,1,0,1,0,1
30.0,0,0,1,8,24.36,1,On Time,1,1,0,0,1,1,0
60.0,0,0,0,6,32.46,0,On Time,1,0,1,0,0,0,0
59.0,0,1,0,17,20.24,0,On Time,1,0,1,0,1,1,0
70.0,0,0,2,5,14.3,0,On Time,1,1,0,0,1,1,0
100.0,0,0,0,5,7.99,0,On Time,1,0,1,0,1,1,0
62.0,0,0,1,10,18.37,2,Risky,1,1,0,0,0,0,0
72.5,0,1,0,5,16.99,2,On Time,1,0,1,0,1,1,0
29.0,0,0,0,5,32.68,0,On Time,1,0,1,0,1,0,0
135.0,0,1,2,12,22.16,0,On Time,1,1,0,0,1,0,1
97.0,0,0,0,10,23.48,0,On Time,1,0,1,0,0,0,0
40.0,0,0,2,13,22.17,0,On Time,1,0,0,1,1,0,1
85.0,0,0,0,13,27.78,0,On Time,1,0,1,0,1,0,0
90.0,0,0,0,6,11.79,0,On Time,1,1,0,0,1,0,0
49.0,0,0,0,5,26.89,0,On Time,1,0,1,0,1,0,1
90.0,0,0,1,17,16.93,0,On Time,1,1,0,0,1,0,0
85.0,0,0,0,25,18.41,0,On Time,1,1,0,0,0,0,1
35.63976,0,0,1,6,8.69,0,On Time,1,0,1,0,1,1,0
600.0,0,2,1,13,4.6,1,On Time,1,1,0,0,1,0,0
50.0,0,0,2,11,16.8,0,On Time,1,0,1,0,1,1,0
76.0,0,1,3,9,29.98,0,On Time,1,1,0,0,1,0,1
100.0,0,0,1,16,20.11,0,On Time,1,1,0,0,0,0,0
70.0,0,0,1,17,6.38,0,On Time,1,1,0,0,1,0,0
50.0,0,0,0,11,22.25,1,On Time,1,1,0,0,1,0,0
100.0,0,0,0,17,20.17,0,On Time,1,1,0,0,0,0,1
26.0,0,0,1,10,14.27,0,On Time,1,1,0,0,1,0,0
38.0,0,0,3,10,6.41,0,On Time,1,1,0,0,1,1,0
120.0,0,0,0,7,0.87,0,On Time,1,0,1,0,1,0,1
248.3,0,0,2,22,18.41,5,Risky,1,1,0,0,0,0,0
56.0,0,0,1,8,13.59,1,On Time,1,0,1,0,0,1,0
85.0,0,0,0,1,5.7,0,On Time,1,0,1,0,1,0,1
33.0,0,0,1,9,15.71,1,On Time,1,0,1,0,0,0,0
50.0,0,0,0,11,19.51,1,On Time,1,1,0,0,1,1,0
21.0,0,0,0,7,21.31,0,On Time,1,0,1,0,1,0,0
45.0,0,0,0,9,25.47,0,On Time,1,0,1,0,1,0,0
205.0,0,0,0,10,7.54,0,On Time,1,1,0,0,0,0,0
40.0,0,0,3,26,36.42,0,On Time,1,0,1,0,0,0,1
81.0,0,0,0,12,13.35,2,On Time,1,1,0,0,1,1,0
117.0,0,0,0,13,13.63,0,On Time,1,0,1,0,1,1,0
56.5,0,1,0,17,19.37,0,On Time,1,1,0,0,1,0,1
57.98,0,0,0,15,8.69,0,On Time,1,0,1,0,0,0,0
51.0,0,2,3,11,30.42,0,On Time,1,0,1,0,1,0,0
157.0,0,1,3,8,11.92,0,On Time,1,1,0,0,1,0,0
68.0,0,1,0,12,23.76,1,On Time,1,0,1,0,0,1,0
62.5,0,1,1,14,11.58,1,On Time,1,0,0,1,0,0,0
45.0,0,1,0,9,22.55,0,On Time,1,0,1,0,0,0,0
58.0,0,0,3,6,13.26,0,On Time,1,1,0,0,1,1,0
60.0,0,0,0,24,28.01,0,On Time,1,1,0,0,0,0,0
90.0,0,0,2,8,10.17,0,On Time,1,1,0,0,0,0,0
65.0,0,0,1,7,11.13,0,On Time,1,0,1,0,1,1,0
41.0,0,2,0,16,11.86,0,On Time,1,0,1,0,1,1,0
55.4,0,0,1,14,10.29,0,On Time,1,1,0,0,1,0,1
32.5,0,0,2,11,18.57,0,On Time,1,1,0,0,1,1,0
79.0,0,0,0,17,15.28,0,On Time,1,0,1,0,0,0,0
25.0,0,0,1,9,10.51,0,On Time,1,0,1,0,0,0,1
32.4,0,0,0,5,21.33,0,On Time,1,0,1,0,1,1,0
53.5,0,1,0,9,13.46,1,On Time,1,1,0,0,0,0,1
20.202,0,0,0,10,17.59,0,Risky,1,0,1,0,1,0,1
60.0,0,1,2,14,22.74,0,On Time,1,0,1,0,0,0,0
35.0,0,0,0,10,23.53,0,On Time,1,0,1,0,1,1,0
91.2,0,0,0,10,19.61,0,On Time,1,1,0,0,1,0,1
85.0,0,0,0,18,19.82,1,On Time,1,0,0,1,0,0,0
120.0,0,0,1,39,9.84,0,On Time,1,0,1,0,1,0,0
113.0,0,0,0,17,20.59,0,On Time,1,0,0,1,1,0,1
35.0,0,2,2,17,31.75,0,Risky,1,1,0,0,0,0,1
40.0,0,0,0,6,20.04,0,On Time,1,1,0,0,1,1,0
76.0,0,0,0,7,13.47,0,On Time,1,1,0,0,0,0,0
57.5,0,0,0,18,19.58,0,On Time,1,0,1,0,1,0,1
98.0,0,0,0,11,9.64,0,On Time,1,1,0,0,1,1,0
100.0,0,1,0,12,11.14,0,On Time,1,1,0,0,1,0,0
70.0,0,0,0,10,25.37,0,On Time,1,1,0,0,0,0,1
85.6,0,0,0,8,15.23,0,On Time,1,0,1,0,1,0,0
58.0,0,3,1,14,14.9,0,On Time,1,0,1,0,1,1,0
34.76,0,0,1,12,25.66,0,On Time,1,0,1,0,1,0,0
65.92,0,0,0,11,14.71,0,On Time,1,0,1,0,1,1,0
180.0,0,0,0,9,12.57,0,On Time,1,1,0,0,1,1,0
31.0,0,2,1,5,9.02,0,On Time,1,0,1,0,1,0,0
65.0,0,0,1,5,30.55,0,On Time,1,1,0,0,0,0,1
40.0,0,0,0,11,15.54,0,On Time,1,0,1,0,1,0,0
65.0,0,0,0,12,19.09,0,On Time,1,1,0,0,1,0,0
76.0,0,0,1,16,19.72,0,On Time,1,1,0,0,0,0,0
50.0,0,1,1,11,31.35,0,On Time,1,1,0,0,0,1,0
57.5,0,1,1,5,8.56,0,On Time,1,0,1,0,1,1,0
90.0,0,0,0,8,11.13,0,On Time,1,0,1,0,1,0,1
32.0,0,0,0,18,17.16,1,On Time,1,0,1,0,1,0,0
102.0,0,1,2,16,17.45,0,On Time,1,1,0,0,1,1,0
50.0,0,0,0,11,23.74,0,On Time,1,1,0,0,1,1,0
55.68,0,0,2,17,25.02,0,On Time,1,1,0,0,0,0,0
48.0,0,1,0,15,11.85,0,On Time,1,1,0,0,0,1,0
126.0,0,0,0,13,16.47,0,On Time,1,1,0,0,1,0,0
37.5,0,0,0,7,14.4,0,On Time,1,1,0,0,0,0,0
26.0,0,0,0,6,31.41,0,On Time,1,0,1,0,1,0,0
30.0,0,1,1,2,1.8,0,On Time,1,0,1,0,1,0,1
87.2,0,0,3,9,10.68,0,On Time,1,1,0,0,1,1,0
104.0,0,1,0,14,27.08,0,On Time,1,1,0,0,0,1,0
60.0,0,0,1,10,15.7,0,On Time,1,0,1,0,0,1,0
68.0,0,0,0,3,7.05,0,On Time,1,1,0,0,1,0,0
32.0,0,1,1,14,23.35,0,On Time,1,1,0,0,1,1,0
40.0,0,0,0,11,19.77,0,On Time,1,0,1,0,1,0,0
99.5,0,0,3,11,17.25,0,On Time,1,1,0,0,1,0,1
98.0,0,0,0,8,15.98,0,On Time,1,0,1,0,1,0,1
160.0,0,0,0,12,20.18,0,On Time,1,0,1,0,1,0,0
150.0,0,1,4,11,12.18,0,On Time,1,1,0,0,1,1,0
138.515,0,0,1,14,11.71,0,On Time,1,0,1,0,1,0,1
75.0,0,0,0,18,22.3,0,On Time,1,0,1,0,1,0,0
200.0,2,1,0,9,9.37,3,On Time,1,0,1,0,1,1,0
52.0,0,0,0,4,26.77,0,On Time,1,1,0,0,1,0,1
55.0,0,0,0,11,20.84,0,On Time,1,0,1,0,0,0,0
200.0,0,0,0,16,25.02,0,On Time,1,1,0,0,0,0,1
54.0,0,0,0,8,7.24,0,On Time,1,0,1,0,1,0,1
120.0,0,1,0,27,13.12,0,On Time,1,1,0,0,0,0,0
47.0,0,0,0,8,14.76,1,On Time,1,1,0,0,1,1,0
90.0,0,0,0,8,11.2,0,On Time,1,1,0,0,1,0,1
62.0,0,0,2,12,14.79,1,On Time,1,1,0,0,0,0,1
56.0,0,0,4,12,11.79,0,On Time,1,0,1,0,1,0,0
98.0,0,0,0,14,21.26,0,On Time,1,1,0,0,1,0,0
60.0,0,0,1,10,24.92,0,On Time,1,0,1,0,0,0,1
57.6,0,0,1,5,11.6,1,On Time,1,1,0,0,1,1,0
89.0,0,0,1,24,24.93,0,On Time,1,1,0,0,1,1,0
88.0,0,0,2,9,10.4,0,On Time,1,0,1,0,1,0,0
105.0,0,1,1,7,9.75,0,On Time,1,1,0,0,1,1,0
100.0,0,1,0,19,10.1,0,On Time,1,0,0,1,1,1,0
87.0,0,0,0,13,16.59,0,On Time,1,0,1,0,0,0,0
40.0,0,0,0,6,10.53,0,On Time,1,0,0,1,1,0,0
240.0,0,0,0,18,9.27,0,On Time,1,1,0,0,0,0,0
67.0,0,0,1,9,22.46,0,On Time,1,0,1,0,1,0,1
75.0,0,0,0,8,6.29,0,On Time,1,1,0,0,1,0,0
59.448,0,0,0,8,8.62,0,On Time,1,1,0,0,0,0,1
125.512,0,1,0,8,16.01,1,On Time,1,1,0,0,1,0,0
55.5,0,0,0,19,21.41,0,Risky,1,0,1,0,1,0,1
61.908,0,0,1,5,19.11,0,On Time,1,0,1,0,1,0,1
80.0,0,1,0,9,13.6,0,On Time,1,0,1,0,1,0,0
50.0,0,0,0,7,25.16,0,On Time,1,0,1,0,1,0,0
50.0,0,0,0,7,24.55,0,On Time,1,1,0,0,1,0,1
33.0,0,0,0,20,23.67,0,On Time,1,0,1,0,1,0,0
18.0,0,0,0,7,9.8,0,On Time,1,0,1,0,1,1,0
75.0,0,0,0,15,30.42,0,On Time,1,1,0,0,0,0,0
105.0,0,0,0,10,20.95,0,On Time,1,0,0,1,1,0,0
76.3,0,0,1,11,26.64,0,On Time,1,1,0,0,1,1,0
108.16,0,0,0,8,4.97,0,On Time,1,1,0,0,1,0,0
60.0,0,0,0,6,15.54,1,On Time,1,0,1,0,1,1,0
47.0,0,0,0,9,39.61,0,On Time,1,0,1,0,1,0,0
42.0,0,0,1,4,12.86,0,On Time,1,0,1,0,1,1,0
30.0,0,1,1,8,12.28,0,On Time,1,0,1,0,0,0,1
145.0,0,0,0,13,6.08,0,On Time,1,1,0,0,0,0,0
92.0,0,0,1,12,26.39,0,On Time,1,0,1,0,1,0,0
155.0,0,0,0,13,25.09,0,On Time,1,1,0,0,1,0,1
94.0,0,0,1,9,14.86,1,On Time,1,1,0,0,1,0,0
36.0,0,0,0,6,12.87,0,Risky,1,0,1,0,1,1,0
45.0,0,0,0,6,20.22,0,On Time,1,1,0,0,1,1,0
29.0,0,0,2,13,13.95,1,On Time,1,0,1,0,1,0,0
40.0,0,0,3,9,14.85,0,On Time,1,0,1,0,1,1,0
84.0,0,0,0,7,25.86,0,On Time,1,0,1,0,1,0,1
54.0,0,0,0,5,20.58,0,On Time,1,1,0,0,0,0,0
90.0,0,0,0,9,17.64,0,On Time,1,1,0,0,1,0,0
114.0,0,1,0,18,14.85,0,Risky,1,1,0,0,1,1,0
64.0,0,2,2,12,25.5,0,Risky,1,0,1,0,1,1,0
97.5,0,0,1,12,22.3,0,On Time,1,1,0,0,1,0,1
35.0,0,0,3,5,3.98,2,On Time,1,0,1,0,1,0,1
107.0,0,1,0,6,14.06,1,On Time,1,0,0,1,1,0,0
30.0,0,0,0,6,23.32,0,On Time,1,1,0,0,1,0,0
130.0,0,3,2,30,20.11,0,On Time,1,1,0,0,1,0,1
48.0,0,0,1,3,15.05,0,Risky,1,0,1,0,0,0,0
107.0,0,0,0,11,15.7,0,On Time,1,0,1,0,0,0,0
55.0,0,0,0,18,31.07,0,On Time,1,0,1,0,0,1,0
31.0,0,0,0,6,19.43,0,Risky,1,0,1,0,1,1,0
33.0,0,0,0,18,17.31,0,On Time,1,1,0,0,0,1,0
210.0,0,0,1,22,7.83,0,On Time,1,1,0,0,1,0,1
40.0,0,0,1,5,27.09,0,On Time,1,1,0,0,0,0,0
45.0,0,0,1,9,25.39,1,On Time,1,0,0,1,0,0,0
65.0,0,0,0,7,2.77,1,On Time,1,0,1,0,1,0,0
51.0,0,0,1,6,5.58,0,On Time,1,1,0,0,1,0,0
66.0,0,2,0,42,10.36,0,On Time,1,1,0,0,1,1,0
25.0,0,0,0,7,17.27,0,Risky,1,0,1,0,1,0,1
50.0,0,0,0,6,33.58,0,On Time,1,0,1,0,0,1,0
95.0,0,0,1,11,15.17,0,On Time,1,1,0,0,1,1,0
48.0,0,0,0,4,27.0,0,Risky,1,0,1,0,0,0,1
76.0,0,0,0,6,13.62,0,On Time,1,0,0,1,1,1,0
28.8,0,0,0,5,8.25,0,On Time,1,0,0,1,1,0,0
40.0,0,0,0,7,13.53,1,On Time,1,0,1,0,1,0,0
63.0,0,0,2,11,13.49,0,On Time,1,1,0,0,0,0,0
72.0,0,1,0,7,12.85,0,On Time,1,0,1,0,1,1,0
630.0,0,0,0,14,11.77,0,On Time,1,1,0,0,1,0,1
60.0,0,0,2,16,13.38,0,On Time,1,1,0,0,0,0,1
50.0,0,0,0,16,34.45,0,On Time,1,1,0,0,1,0,0
110.0,0,0,1,11,25.18,0,On Time,1,1,0,0,0,1,0
28.0,0,0,0,11,16.55,0,On Time,1,1,0,0,1,0,1
44.0,0,0,1,12,26.78,0,On Time,1,1,0,0,1,1,0
47.72248,0,0,0,19,32.95,1,On Time,1,1,0,0,0,0,0
36.5,0,0,1,10,20.82,0,On Time,1,0,1,0,0,0,1
98.98,0,0,1,11,11.88,0,On Time,1,1,0,0,0,0,0
100.0,0,0,0,15,1.9,0,On Time,1,0,1,0,1,0,0
101.6,0,0,0,9,9.92,0,On Time,1,1,0,0,1,1,0
85.3,0,0,0,5,14.69,0,On Time,1,0,1,0,1,1,0
175.0,0,1,0,15,8.02,0,On Time,1,0,0,1,0,0,1
50.0,0,0,1,13,23.79,0,On Time,1,0,0,1,0,0,0
77.0,0,0,0,13,24.9,0,On Time,1,1,0,0,0,0,1
45.0,0,0,0,7,1.73,0,On Time,1,0,1,0,1,1,0
90.0,0,2,0,13,19.32,0,On Time,1,1,0,0,1,1,0
50.0,0,0,0,7,17.04,0,On Time,1,0,1,0,1,1,0
90.0,0,0,3,16,19.07,0,Risky,1,0,1,0,0,0,0
160.0,0,0,2,11,13.74,0,On Time,1,1,0,0,0,0,1
73.0,0,1,0,14,11.33,0,On Time,1,1,0,0,0,0,0
49.695,0,0,0,16,19.97,0,On Time,1,1,0,0,1,1,0
110.0,0,1,0,14,11.55,0,On Time,1,0,1,0,1,0,0
45.0,0,0,0,11,25.52,0,On Time,1,0,1,0,0,0,1
120.0,0,1,0,12,32.28,0,On Time,1,1,0,0,0,0,0
107.0,0,0,0,11,10.97,0,On Time,1,1,0,0,1,1,0
56.0,0,0,3,23,12.84,0,Risky,1,0,1,0,1,1,0
93.0,0,0,3,13,28.4,0,On Time,1,1,0,0,1,0,1
39.1,0,0,2,17,20.21,1,On Time,1,0,1,0,0,1,0
60.0,0,0,0,11,30.99,0,On Time,1,0,1,0,0,0,0
264.0,0,0,2,12,1.11,2,On Time,1,1,0,0,1,0,1
58.8,0,0,1,18,29.94,0,Risky,1,1,0,0,1,0,1
52.0,0,0,0,9,21.35,0,On Time,1,0,1,0,1,0,1
95.0,0,0,0,11,19.82,0,On Time,1,0,0,1,1,0,1
35.0,0,0,0,8,21.63,0,On Time,1,0,1,0,1,0,1
50.4,0,0,1,16,28.87,0,On Time,1,0,1,0,0,0,1
35.0,0,0,0,11,25.0,0,On Time,1,0,1,0,1,0,1
211.0,0,0,0,8,5.45,0,On Time,1,0,1,0,1,0,1
103.0,0,0,5,32,24.83,0,On Time,1,1,0,0,1,0,1
42.5,0,0,0,10,23.01,0,Risky,1,0,1,0,1,1,0
48.0,0,0,0,12,18.7,0,On Time,1,0,1,0,1,1,0
124.0,0,0,1,18,13.01,0,On Time,1,0,1,0,1,1,0
38.0,0,0,0,25,13.17,0,On Time,1,0,1,0,0,0,0
96.0,0,1,2,12,22.04,0,Risky,1,0,1,0,1,0,1
63.0,0,0,1,13,22.74,0,On Time,1,1,0,0,1,0,1
85.0,0,2,0,13,27.12,0,On Time,1,1,0,0,0,0,0
45.0,0,0,1,11,34.13,0,On Time,1,1,0,0,1,0,0
77.0,0,0,0,9,5.16,0,On Time,1,1,0,0,1,1,0
40.0,0,0,2,19,29.75,0,On Time,1,1,0,0,1,1,0
380.0,0,0,2,11,9.51,0,On Time,1,1,0,0,1,1,0
80.0,0,0,0,10,11.66,0,On Time,1,1,0,0,1,1,0
45.0,0,0,3,11,23.57,0,On Time,1,1,0,0,0,0,1
90.0,0,0,0,13,8.95,0,On Time,1,0,1,0,1,0,0
39.0,0,1,1,17,20.68,0,On Time,1,1,0,0,0,1,0
92.0,0,0,0,15,24.08,0,Risky,1,0,0,1,0,1,0
95.0,0,0,3,7,25.58,0,On Time,1,1,0,0,1,0,1
44.8,0,0,0,10,22.45,1,On Time,1,0,0,1,1,0,0
360.0,0,0,2,20,21.1,0,On Time,1,1,0,0,1,0,0
185.0,0,1,0,7,8.89,0,On Time,1,0,1,0,0,0,1
135.0,0,0,1,8,8.85,0,On Time,1,1,0,0,1,0,1
76.0,0,0,1,10,12.92,0,On Time,1,1,0,0,1,1,0
54.0,0,4,0,11,15.6,1,On Time,1,1,0,0,1,1,0
31.5,0,0,1,20,24.8,0,On Time,1,0,1,0,1,0,1
54.0,0,0,1,10,8.91,0,On Time,1,1,0,0,1,0,1
13.0,0,0,1,5,39.43,0,On Time,1,0,0,1,1,1,0
47.0,0,0,2,10,13.74,1,On Time,1,0,1,0,1,0,0
170.0,0,0,0,17,15.58,0,On Time,1,1,0,0,1,1,0
69.0,0,0,0,5,14.12,0,On Time,1,0,1,0,0,0,1
140.0,0,0,1,18,17.07,0,On Time,1,1,0,0,1,0,0
65.0,0,0,0,8,9.44,0,On Time,1,0,1,0,1,0,1
65.0,0,0,0,6,10.95,0,On Time,1,0,1,0,0,1,0
75.0,0,0,1,19,14.43,0,On Time,1,1,0,0,0,0,0
47.0,0,0,1,11,29.7,0,On Time,1,1,0,0,1,0,1
68.75,0,0,3,12,19.11,0,On Time,1,1,0,0,1,0,0
45.0,0,0,0,22,21.45,0,On Time,1,0,1,0,1,0,0
56.024,0,0,0,9,34.68,0,On Time,1,1,0,0,1,0,0
70.0,0,0,1,11,20.71,0,On Time,1,0,1,0,1,1,0
40.0,0,0,1,7,20.07,3,On Time,1,1,0,0,1,1,0
55.0,0,0,0,5,11.61,0,On Time,1,0,1,0,1,0,0
72.0,0,0,1,10,13.43,1,On Time,1,1,0,0,0,0,0
43.26,0,0,1,12,18.89,0,On Time,1,0,1,0,0,0,1
77.431,0,0,0,14,29.58,0,On Time,1,1,0,0,1,0,1
75.0,0,0,0,5,14.74,0,On Time,1,1,0,0,1,1,0
95.5,0,1,0,14,24.86,0,On Time,1,0,1,0,1,0,0
45.0,0,1,0,9,22.91,0,On Time,1,1,0,0,0,1,0
63.0,0,0,0,17,18.29,0,On Time,1,1,0,0,1,1,0
85.0,0,0,0,9,24.95,0,On Time,1,0,1,0,0,0,1
98.4,0,1,0,9,15.3,2,On Time,1,1,0,0,0,1,0
21.0,0,0,0,4,23.14,0,On Time,1,1,0,0,1,1,0
33.0,0,0,1,15,26.33,0,On Time,1,1,0,0,1,0,0
45.0,0,0,3,9,39.89,0,On Time,1,0,0,1,1,0,1
180.0,0,1,3,13,4.62,1,On Time,1,0,1,0,0,1,0
65.0,0,0,0,11,25.14,0,On Time,1,1,0,0,0,1,0
61.0,0,2,1,15,26.87,0,On Time,1,0,0,1,0,1,0
68.64,0,0,0,20,18.5,0,On Time,1,0,1,0,0,0,1
245.0,1,0,0,7,4.4,0,On Time,1,1,0,0,0,0,1
