annualinc,collections,delinq,inq,openacc,dti,pubrec,individual,mortgage,rent,own,other,term60mths,vstatusverified,vstatusnotverified,lstatus
55.0,0,0,0,14,21.17,0,1,0,1,0,0,0,0,1,0
60.0,0,0,1,12,28.48,0,1,0,1,0,0,0,0,0,1
76.0,0,0,3,21,29.86,0,1,0,0,1,0,0,0,0,0
38.0,0,0,0,12,21.93,1,1,0,0,1,0,0,0,0,1
500.0,0,1,1,12,12.26,0,1,1,0,0,0,0,0,0,0
90.0,0,2,0,26,36.17,0,1,1,0,0,0,0,0,0,0
75.0,0,0,0,8,12.78,1,1,0,1,0,0,0,0,1,0
135.0,0,0,1,13,4.95,0,1,1,0,0,0,0,0,1,0
60.0,0,0,2,8,13.66,0,1,0,1,0,0,1,0,0,1
226.0,0,0,4,26,19.68,0,1,1,0,0,0,1,0,1,0
39.0,0,0,1,3,11.66,0,1,0,1,0,0,0,1,0,0
150.0,0,0,0,13,7.14,1,1,0,1,0,0,0,1,0,0
50.0,0,0,0,14,27.26,0,1,0,0,1,0,0,0,1,0
45.0,0,0,0,8,15.44,0,1,1,0,0,0,0,0,0,0
120.0,0,0,0,9,18.67,0,1,1,0,0,0,0,0,0,0
32.0,0,0,1,5,5.7,0,1,0,1,0,0,0,0,1,0
120.0,0,0,3,22,22.11,0,1,0,0,1,0,1,0,0,0
85.0,0,0,0,13,20.95,0,1,1,0,0,0,0,0,1,0
42.0,0,0,1,13,8.2,0,1,0,1,0,0,0,0,1,0
80.0,0,0,1,12,22.89,0,1,0,1,0,0,0,0,0,0
83.8,0,0,1,4,16.44,0,1,1,0,0,0,1,0,1,0
31.265,0,0,0,14,32.13,0,1,0,0,1,0,0,1,0,0
82.0,0,1,0,10,31.35,0,1,1,0,0,0,0,0,0,0
40.0,0,0,1,14,29.49,0,1,1,0,0,0,0,0,0,0
43.0,0,0,0,4,6.0,0,1,1,0,0,0,0,1,0,0
58.0,0,0,0,11,23.53,0,1,1,0,0,0,1,0,1,0
42.0,0,1,0,20,25.4,0,1,0,1,0,0,0,0,1,1
88.0,0,0,1,12,19.17,0,1,1,0,0,0,1,0,1,0
60.0,0,0,1,9,26.18,1,1,0,1,0,0,0,1,0,0
127.0,0,0,0,10,26.47,0,1,1,0,0,0,0,1,0,0
72.158,0,0,0,4,6.35,0,1,0,0,1,0,0,0,1,0
75.0,0,0,0,10,28.66,0,1,1,0,0,0,1,0,1,0
100.0,0,1,1,15,8.76,0,1,0,1,0,0,0,1,0,0
70.0,0,1,0,12,8.28,0,1,1,0,0,0,1,0,0,0
40.0,0,0,1,15,22.05,0,1,0,1,0,0,0,1,0,0
45.0,0,0,0,14,3.84,0,1,0,1,0,0,0,1,0,0
95.138,0,1,1,15,18.11,0,1,1,0,0,0,0,0,1,0
108.0,0,0,0,9,12.94,0,1,1,0,0,0,1,0,1,0
55.0,0,0,0,8,16.76,0,1,0,1,0,0,0,0,1,0
55.0,0,0,0,6,11.06,1,1,1,0,0,0,1,1,0,0
96.0,0,2,0,5,3.69,0,1,0,0,1,0,1,1,0,0
120.0,0,0,3,19,21.54,0,1,1,0,0,0,0,0,0,0
33.0,0,0,0,8,37.31,0,1,0,0,1,0,0,0,1,0
40.0,0,0,2,10,8.43,0,1,1,0,0,0,0,1,0,0
275.0,0,0,0,4,11.61,0,1,0,1,0,0,0,0,0,0
67.5,0,0,2,14,18.6,1,1,0,1,0,0,0,1,0,0
100.0,0,0,2,11,16.51,0,1,0,0,1,0,0,0,0,0
58.0,0,2,1,15,19.82,0,1,1,0,0,0,0,0,1,0
46.179,0,0,0,9,26.74,2,1,1,0,0,0,0,0,0,0
98.0,0,1,3,12,27.14,0,1,1,0,0,0,1,0,0,0
86.0,0,0,2,17,31.44,0,1,0,1,0,0,0,0,0,0
60.0,0,0,0,9,27.21,0,1,0,1,0,0,0,0,1,0
48.0,0,0,0,10,22.15,0,1,0,0,1,0,0,0,1,0
118.0,0,1,0,14,6.91,0,1,1,0,0,0,1,1,0,1
47.0,0,0,1,26,34.5,0,1,0,1,0,0,0,1,0,0
350.0,0,0,0,18,18.77,0,1,1,0,0,0,1,0,0,0
50.0,0,0,0,21,21.9,0,1,1,0,0,0,0,0,1,0
36.0,0,0,0,4,7.8,0,1,0,1,0,0,0,0,1,0
60.0,0,1,1,15,23.92,0,1,0,1,0,0,0,0,0,0
128.0,0,2,0,13,7.84,0,1,1,0,0,0,0,1,0,0
40.0,0,2,1,17,28.15,1,1,0,1,0,0,0,1,0,0
70.0,0,0,3,7,14.25,1,1,0,1,0,0,0,0,1,0
55.0,0,0,2,14,21.84,0,1,1,0,0,0,1,0,0,0
104.0,0,0,0,14,7.15,0,1,1,0,0,0,1,0,1,0
60.0,0,0,1,5,9.5,0,1,0,1,0,0,0,0,1,0
120.0,0,2,0,8,10.61,0,1,1,0,0,0,0,1,0,0
28.0,0,0,1,9,20.1,1,1,0,1,0,0,0,0,1,0
30.0,0,0,1,12,29.08,0,1,1,0,0,0,0,0,1,0
32.0,0,0,0,15,16.99,0,1,0,1,0,0,0,0,1,0
60.0,0,1,0,8,16.92,0,1,1,0,0,0,0,1,0,0
42.0,0,0,2,12,5.91,0,1,1,0,0,0,1,0,0,0
50.0,0,3,0,11,30.38,0,1,1,0,0,0,0,1,0,0
50.0,0,0,0,7,24.0,0,1,1,0,0,0,1,1,0,0
55.55,0,0,0,8,13.29,0,1,0,1,0,0,0,1,0,0
48.0,0,0,0,14,15.48,0,1,0,1,0,0,1,1,0,0
55.0,0,0,0,6,12.5,0,1,0,1,0,0,0,0,1,0
31.5,0,0,3,12,28.91,4,1,0,1,0,0,0,1,0,0
80.0,0,0,1,9,20.06,0,1,1,0,0,0,0,0,1,0
52.668,0,0,0,5,6.45,0,1,1,0,0,0,0,1,0,0
40.0,0,0,2,9,14.64,1,1,0,1,0,0,0,0,1,1
180.0,0,0,1,12,19.13,0,1,1,0,0,0,1,0,0,0
155.0,0,0,1,13,9.48,0,1,0,1,0,0,0,1,0,0
100.0,0,0,1,14,27.65,1,1,1,0,0,0,0,0,1,0
100.0,0,3,1,8,5.21,0,1,1,0,0,0,0,0,1,0
80.0,0,0,0,14,15.92,0,1,1,0,0,0,0,0,1,0
120.0,0,1,0,8,12.45,1,1,0,1,0,0,1,0,0,0
26.713,0,0,0,5,28.89,0,1,0,1,0,0,0,0,0,0
90.0,0,0,0,10,25.64,0,1,0,1,0,0,0,0,0,0
68.57,0,0,2,7,14.33,1,1,0,1,0,0,0,0,1,0
28.0,0,0,0,12,32.58,0,1,0,1,0,0,0,0,0,0
100.0,0,0,0,9,8.51,0,1,1,0,0,0,0,0,0,0
120.0,0,0,1,8,10.29,0,1,1,0,0,0,0,0,0,0
30.0,0,0,0,11,1.0,0,1,0,1,0,0,0,1,0,0
45.0,0,5,2,33,38.88,0,1,0,0,1,0,1,1,0,0
95.0,0,0,3,21,25.1,0,1,1,0,0,0,0,0,1,0
27.0,0,2,1,11,38.89,0,1,0,0,1,0,0,1,0,0
45.0,0,2,2,10,12.64,0,1,1,0,0,0,0,0,1,0
37.5,0,0,1,4,29.34,0,1,0,1,0,0,0,0,0,0
35.0,0,1,1,8,6.41,1,1,1,0,0,0,0,1,0,0
92.66608,0,0,1,12,23.35,0,1,1,0,0,0,0,1,0,0
89.0,0,0,0,15,14.01,0,1,0,0,1,0,0,1,0,0
72.0,0,1,1,9,27.03,0,1,1,0,0,0,0,0,0,0
98.0,0,0,0,14,33.7,0,1,0,1,0,0,1,0,0,0
68.0,0,0,2,18,26.76,0,1,1,0,0,0,1,0,0,0
170.0,0,0,1,6,3.4,0,1,1,0,0,0,0,1,0,0
59.0,0,0,0,12,10.88,0,1,0,0,1,0,1,0,1,0
78.0,0,0,3,6,29.28,0,1,0,1,0,0,0,0,1,0
94.0,0,0,0,12,18.27,0,1,1,0,0,0,0,0,0,0
38.0,0,1,0,6,9.07,0,1,1,0,0,0,0,0,0,0
48.0,0,1,0,10,27.18,0,1,0,1,0,0,0,0,1,0
48.0,0,0,0,7,3.49,0,1,0,1,0,0,0,0,0,0
56.0,0,0,0,17,23.44,0,1,0,0,1,0,1,1,0,0
45.0,0,0,0,11,25.44,0,1,1,0,0,0,0,0,0,0
60.0,0,0,0,19,19.0,0,1,1,0,0,0,0,0,0,0
54.0,0,0,1,14,27.36,0,1,0,1,0,0,0,0,1,0
32.0,0,0,1,16,25.58,0,1,0,0,1,0,0,1,0,0
115.0,0,0,1,6,10.48,0,1,1,0,0,0,0,1,0,0
75.0,0,0,0,11,19.63,0,1,0,1,0,0,0,0,0,0
33.0,0,0,3,10,23.75,2,1,0,1,0,0,1,1,0,0
30.0,0,0,1,12,24.24,0,1,0,1,0,0,0,0,1,0
118.0,0,0,0,9,20.82,0,1,1,0,0,0,0,0,0,0
28.0,0,1,0,14,29.72,0,1,0,1,0,0,0,1,0,0
50.0,0,1,0,14,24.26,0,1,1,0,0,0,0,0,1,0
48.0,0,1,1,12,8.25,0,1,0,1,0,0,0,0,0,0
36.0,0,0,3,17,27.03,0,1,1,0,0,0,0,0,1,0
60.5,0,0,0,5,11.55,0,1,1,0,0,0,1,1,0,0
68.0,0,0,1,8,13.24,0,1,0,0,1,0,1,1,0,0
102.8,0,1,0,3,18.67,0,1,1,0,0,0,0,1,0,0
64.5,0,0,0,16,29.49,0,1,0,1,0,0,1,0,0,0
35.0,0,0,0,14,25.48,0,1,1,0,0,0,0,0,0,0
50.0,0,0,0,13,26.33,0,1,0,1,0,0,0,0,0,0
95.0,0,0,1,12,19.38,0,1,1,0,0,0,1,1,0,0
92.0,0,0,1,9,15.21,0,1,1,0,0,0,1,1,0,0
45.0,0,0,0,7,20.74,0,1,0,0,1,0,0,0,1,0
50.0,0,0,0,10,28.24,0,1,0,1,0,0,0,1,0,0
35.0,0,0,2,9,20.99,0,1,0,1,0,0,0,1,0,0
114.0,0,0,1,15,25.33,0,1,0,0,1,0,1,0,0,0
40.7888,0,0,1,13,22.21,0,1,0,1,0,0,1,1,0,0
35.0,1,0,0,8,18.72,0,1,1,0,0,0,0,0,1,0
48.5,0,0,0,5,13.78,0,1,0,1,0,0,0,1,0,0
45.0,0,0,2,11,26.51,0,1,1,0,0,0,0,0,0,0
45.0,0,0,0,13,3.76,1,1,1,0,0,0,0,0,1,0
52.0,0,1,0,10,18.99,0,1,1,0,0,0,0,0,1,0
100.0,0,0,0,11,19.82,0,1,0,0,1,0,1,1,0,0
58.0,0,0,0,12,26.13,0,1,0,0,1,0,1,0,1,0
160.0,0,1,2,8,6.46,0,1,1,0,0,0,1,0,1,0
100.0,0,1,1,16,18.55,0,1,1,0,0,0,1,0,0,0
70.0,0,0,0,8,26.52,1,1,1,0,0,0,0,1,0,0
81.0,0,0,2,8,9.89,0,1,1,0,0,0,0,1,0,0
45.192,0,0,0,7,9.8,0,1,1,0,0,0,0,0,0,0
92.0,0,0,1,10,18.81,0,1,1,0,0,0,1,1,0,0
49.9,0,0,1,5,17.72,1,1,1,0,0,0,1,1,0,0
190.0,0,0,1,19,22.01,0,1,1,0,0,0,1,0,0,0
86.0,0,0,4,12,22.96,0,1,0,1,0,0,1,0,0,0
42.0,0,0,0,18,26.54,0,1,0,1,0,0,0,1,0,0
60.0,0,0,0,18,17.1,1,1,0,1,0,0,0,0,1,0
40.0,0,0,2,13,22.35,0,1,1,0,0,0,0,1,0,0
158.7,0,0,0,22,34.5,0,1,1,0,0,0,1,0,0,0
60.0,0,0,2,11,24.7,0,1,0,0,1,0,1,1,0,0
29.0,0,0,4,6,11.38,0,1,0,1,0,0,0,0,1,0
55.0,0,0,0,14,18.61,0,1,0,1,0,0,0,1,0,0
80.0,0,0,0,11,17.21,0,1,0,1,0,0,0,1,0,0
70.0,0,1,1,7,8.21,1,1,0,1,0,0,0,0,1,0
74.0,0,0,2,9,24.0,0,1,1,0,0,0,0,0,0,0
65.0,0,2,1,16,21.68,0,1,0,0,1,0,1,1,0,0
75.0,0,0,0,16,8.18,0,1,1,0,0,0,0,0,1,0
70.0,0,0,0,9,16.48,1,1,0,1,0,0,1,1,0,0
30.0,0,0,3,5,11.24,0,1,0,0,1,0,0,0,1,0
58.0,0,0,0,4,6.87,0,1,1,0,0,0,0,0,1,0
55.0,0,0,0,5,18.32,0,1,0,1,0,0,1,1,0,0
85.0,0,0,0,17,16.7,0,1,1,0,0,0,0,1,0,1
45.588,0,1,1,12,36.96,0,1,1,0,0,0,0,1,0,0
55.0,0,0,0,7,13.79,0,1,0,1,0,0,0,1,0,0
44.5,0,0,0,16,13.24,2,1,0,1,0,0,0,1,0,0
96.0,0,0,1,8,17.23,0,1,1,0,0,0,0,0,1,0
65.0,0,0,0,11,15.86,1,1,0,1,0,0,1,1,0,0
45.0,0,0,1,8,5.41,0,1,0,1,0,0,0,0,1,1
55.0,0,0,0,11,21.01,0,1,1,0,0,0,0,0,1,1
125.0,0,0,0,9,17.67,0,1,0,1,0,0,1,1,0,0
62.0,0,0,0,8,2.81,0,1,1,0,0,0,0,0,0,0
48.0,0,0,0,7,15.55,0,1,0,0,1,0,0,0,1,0
57.0,0,0,0,13,34.07,0,1,1,0,0,0,1,1,0,0
110.0,0,2,0,3,10.64,0,1,1,0,0,0,0,0,1,0
80.0,0,0,0,6,12.88,0,1,0,1,0,0,0,0,0,0
61.0,0,0,0,15,32.1,0,1,1,0,0,0,0,0,0,0
51.0,0,0,1,10,19.01,0,1,0,0,1,0,0,0,1,0
55.0,0,0,0,12,34.97,0,1,0,1,0,0,1,0,0,1
56.18,0,0,2,15,10.75,1,1,1,0,0,0,0,0,0,0
34.8,0,0,2,7,9.52,0,1,1,0,0,0,1,0,0,0
107.0,0,0,0,15,15.0,0,1,1,0,0,0,0,0,1,0
70.0,0,0,3,20,9.46,0,1,1,0,0,0,0,0,1,0
86.0,0,0,0,9,7.57,0,1,1,0,0,0,1,1,0,0
105.0,0,0,0,11,13.44,0,1,1,0,0,0,0,0,0,0
55.0,0,0,2,10,5.02,1,1,0,1,0,0,0,0,1,0
230.0,0,0,0,6,4.2,0,1,1,0,0,0,1,1,0,0
78.0,0,1,1,15,13.78,0,1,1,0,0,0,0,0,1,0
63.0,0,1,1,11,16.19,0,1,1,0,0,0,0,0,1,0
25.0,0,0,1,7,11.71,0,1,0,1,0,0,0,1,0,1
90.0,0,0,0,10,16.14,0,1,1,0,0,0,0,1,0,0
63.0,0,1,1,13,21.66,0,1,1,0,0,0,0,0,1,0
66.0,0,3,0,5,11.27,0,1,1,0,0,0,0,0,1,0
59.0,0,1,1,19,24.67,0,1,1,0,0,0,1,0,0,0
70.0,0,0,0,14,18.16,0,1,0,1,0,0,0,0,1,0
85.0,0,2,1,13,17.49,0,1,0,1,0,0,1,1,0,0
65.0,0,0,0,6,3.56,0,1,0,1,0,0,0,0,1,0
70.0,0,0,2,6,9.43,0,1,1,0,0,0,1,0,0,0
59.876,0,0,0,8,26.42,0,1,0,1,0,0,0,0,1,0
78.885,0,0,3,21,23.32,0,1,0,0,1,0,0,0,0,0
26.5,0,0,1,9,22.51,1,1,0,1,0,0,0,0,0,0
70.0,0,0,0,8,19.97,0,1,0,1,0,0,0,0,0,0
64.65,0,0,1,11,25.02,0,1,0,1,0,0,0,0,0,0
65.0,0,0,3,16,29.76,0,1,1,0,0,0,0,0,1,0
120.0,0,0,0,19,9.24,1,1,0,1,0,0,0,1,0,0
99.0,0,0,0,15,38.07,0,1,1,0,0,0,1,1,0,0
130.0,0,0,0,12,17.93,0,1,0,1,0,0,1,1,0,0
62.0,0,0,2,7,12.43,0,1,1,0,0,0,0,0,1,0
130.0,0,0,1,13,18.29,0,1,0,1,0,0,0,1,0,0
41.0,0,0,1,10,7.79,1,1,0,1,0,0,0,0,0,1
30.0,0,0,1,8,4.8,0,1,1,0,0,0,0,0,0,0
35.0,0,0,3,5,25.51,0,1,0,1,0,0,0,1,0,0
74.0,0,0,1,4,1.96,1,1,1,0,0,0,0,1,0,0
189.0,0,4,0,7,19.75,2,1,0,0,1,0,0,0,0,0
35.0,0,0,1,9,34.43,0,1,1,0,0,0,0,0,0,0
30.0,0,0,0,3,6.24,0,1,0,1,0,0,0,0,1,0
85.0,0,0,3,11,22.84,1,1,1,0,0,0,0,1,0,0
20.0,0,0,0,4,13.99,1,1,0,1,0,0,0,0,1,0
55.0,0,0,0,9,19.83,0,1,0,1,0,0,0,0,0,0
100.0,0,0,0,9,6.49,0,1,0,1,0,0,0,1,0,0
105.0,0,0,0,29,23.93,0,1,0,1,0,0,0,0,0,0
155.0,0,0,1,13,12.78,0,1,1,0,0,0,0,1,0,0
68.0,0,0,1,17,13.46,1,1,0,1,0,0,0,0,0,0
87.104,0,0,0,14,14.14,0,1,0,1,0,0,0,0,1,0
90.0,0,0,1,8,17.6,1,1,1,0,0,0,0,0,1,0
80.0,0,0,1,10,14.91,0,1,1,0,0,0,0,0,1,0
52.0,0,0,0,13,22.04,0,1,1,0,0,0,0,1,0,0
90.0,0,0,0,9,13.45,0,1,1,0,0,0,0,1,0,0
38.0,0,0,0,13,16.71,0,1,1,0,0,0,0,0,1,0
80.0,0,0,1,10,16.52,1,1,1,0,0,0,1,0,1,0
101.5,0,0,1,13,19.41,0,1,1,0,0,0,0,0,1,0
45.0,0,0,2,8,19.25,0,1,1,0,0,0,0,1,0,1
135.0,0,0,0,9,21.29,0,1,1,0,0,0,0,0,1,0
77.813,0,0,0,40,29.52,0,1,1,0,0,0,1,0,1,0
40.0,0,0,0,4,14.49,0,1,0,1,0,0,0,0,1,0
72.0,0,0,0,9,18.58,0,1,0,1,0,0,0,0,1,0
80.0,0,0,0,5,11.81,0,1,1,0,0,0,0,0,0,0
35.0,0,0,0,12,39.3,0,1,1,0,0,0,0,0,0,0
81.0,0,0,0,14,23.21,0,1,1,0,0,0,0,0,1,0
50.626,0,0,0,9,8.79,0,1,1,0,0,0,0,1,0,0
51.0,0,0,1,9,22.19,1,1,1,0,0,0,0,0,1,0
60.0,0,0,0,23,22.36,0,1,0,1,0,0,0,0,0,0
41.0,0,1,0,7,16.51,0,1,0,0,1,0,0,0,1,0
54.0,0,0,0,13,25.58,0,1,1,0,0,0,0,0,1,0
55.0,0,0,2,6,13.42,0,1,0,1,0,0,0,0,1,1
25.0,0,0,0,5,9.5,0,1,0,1,0,0,0,0,1,0
46.0,0,0,0,10,17.53,0,1,1,0,0,0,1,0,1,0
70.0,0,0,1,10,20.93,0,1,1,0,0,0,0,0,1,0
67.341,0,0,0,6,11.94,0,1,0,1,0,0,0,0,1,0
72.0,0,0,0,15,12.5,0,1,0,1,0,0,0,1,0,0
57.0,0,0,0,10,15.64,0,1,1,0,0,0,0,0,1,0
55.0,0,0,0,11,20.29,0,1,1,0,0,0,0,1,0,0
70.0,0,0,0,9,8.16,0,1,0,1,0,0,0,1,0,0
280.0,0,0,0,9,7.27,0,1,1,0,0,0,1,1,0,0
35.0,0,0,0,5,7.47,0,1,0,1,0,0,0,0,0,0
65.0,0,0,0,15,18.98,0,1,1,0,0,0,1,1,0,0
105.0,0,1,0,8,16.31,0,1,1,0,0,0,0,1,0,0
90.0,0,0,0,24,24.61,0,1,0,0,1,0,0,0,1,0
175.0,0,0,0,18,20.69,0,1,0,1,0,0,1,0,1,0
151.62,0,1,1,12,27.23,2,1,1,0,0,0,0,0,1,0
46.0,0,2,0,17,22.36,0,1,0,1,0,0,0,0,1,0
240.0,0,0,1,12,12.57,0,1,1,0,0,0,0,1,0,0
35.0,0,0,0,11,17.55,0,1,1,0,0,0,0,0,1,0
95.0,0,1,0,12,6.09,0,1,1,0,0,0,0,1,0,0
41.484,0,0,0,12,19.27,1,1,1,0,0,0,0,0,1,0
225.0,0,0,4,10,9.03,1,1,1,0,0,0,1,0,0,0
32.0,0,0,0,9,32.3,0,1,0,1,0,0,1,1,0,0
90.0,1,0,0,15,18.55,0,1,1,0,0,0,0,0,1,0
61.0,0,0,5,10,28.21,0,1,1,0,0,0,0,1,0,0
65.0,0,0,1,12,20.79,0,1,1,0,0,0,1,0,1,0
49.634,0,0,1,18,22.92,0,1,1,0,0,0,0,0,1,0
62.0,0,0,0,14,18.58,2,1,1,0,0,0,0,1,0,0
150.0,0,0,1,17,13.19,0,1,1,0,0,0,0,0,0,0
52.4,0,0,0,11,8.02,0,1,0,0,1,0,1,0,0,1
90.0,0,0,2,12,14.13,0,1,0,1,0,0,0,0,0,0
110.0,0,0,1,19,31.92,0,1,1,0,0,0,0,0,1,0
110.0,0,1,0,12,14.82,0,1,0,1,0,0,1,1,0,0
44.9,0,0,0,9,25.63,0,1,1,0,0,0,0,1,0,0
48.0,0,0,2,20,22.55,0,1,0,0,1,0,1,0,1,0
72.8,0,0,2,12,6.05,0,1,1,0,0,0,0,0,1,0
70.0,0,1,0,17,18.62,0,1,0,1,0,0,0,0,0,0
68.0,0,0,1,12,16.01,0,1,0,1,0,0,0,0,1,0
54.952,0,0,0,20,33.98,0,1,1,0,0,0,0,1,0,0
45.0,0,0,2,21,18.37,0,1,0,1,0,0,0,0,1,0
40.0,0,0,0,5,17.16,0,1,1,0,0,0,0,0,1,0
60.0,0,0,0,13,21.94,0,1,1,0,0,0,0,0,0,0
95.0,0,2,1,13,19.25,0,1,1,0,0,0,0,0,1,0
100.0,0,0,1,4,10.5,0,1,0,1,0,0,0,0,1,0
45.0,0,0,1,12,21.97,0,1,0,1,0,0,0,1,0,0
120.0,0,0,0,18,26.27,0,1,0,1,0,0,0,0,1,0
50.0,0,0,0,10,21.08,0,1,0,1,0,0,0,0,1,1
45.0,0,0,0,10,19.69,0,1,1,0,0,0,1,0,1,0
95.0,0,0,0,7,2.78,2,1,1,0,0,0,1,0,0,0
45.0,0,0,1,16,21.12,0,1,0,1,0,0,0,0,1,0
37.0,0,2,0,12,22.93,0,1,0,1,0,0,0,0,1,0
50.0,0,0,0,7,26.42,0,1,0,1,0,0,0,0,0,0
33.0,0,0,0,10,13.25,0,1,0,1,0,0,0,0,1,0
30.0,0,0,0,17,24.88,0,1,0,1,0,0,0,1,0,0
57.0,0,0,0,9,16.58,0,1,1,0,0,0,0,0,1,0
77.083,0,0,1,14,14.06,0,1,0,1,0,0,0,1,0,0
105.0,0,1,0,9,17.39,0,1,1,0,0,0,0,0,0,0
250.0,0,0,0,8,11.06,0,1,1,0,0,0,0,0,0,0
60.0,0,0,0,15,10.72,0,1,1,0,0,0,1,1,0,0
96.0,0,0,0,6,13.33,1,1,0,1,0,0,1,1,0,0
100.0,0,0,0,9,11.3,0,1,1,0,0,0,1,1,0,0
70.0,0,0,0,12,21.93,0,1,0,1,0,0,0,1,0,0
105.0,0,0,2,15,31.65,0,1,1,0,0,0,0,0,1,0
56.0,0,1,0,14,15.09,0,1,1,0,0,0,1,0,0,0
60.0,0,2,1,17,30.06,0,1,1,0,0,0,0,1,0,0
48.0,0,0,0,28,25.53,0,1,0,0,1,0,0,0,1,0
75.0,0,0,0,16,35.41,0,1,0,1,0,0,1,0,0,0
185.0,0,1,3,25,16.77,0,1,1,0,0,0,0,1,0,0
72.0,0,0,1,17,26.65,0,1,1,0,0,0,0,0,0,0
115.735,0,1,0,13,13.61,0,1,1,0,0,0,0,0,1,0
136.5,0,0,3,17,27.47,0,1,1,0,0,0,0,0,0,0
67.8,0,0,0,10,12.69,0,1,0,1,0,0,1,0,1,0
20.0,0,1,0,14,15.97,0,1,0,1,0,0,0,1,0,0
36.0,0,0,0,11,19.53,0,1,1,0,0,0,0,0,1,0
85.0,0,2,1,6,11.0,0,1,0,1,0,0,0,0,1,0
69.0,0,1,4,20,17.88,0,1,1,0,0,0,0,0,0,0
110.0,0,1,0,12,24.48,0,1,1,0,0,0,1,0,1,0
70.0,0,3,1,9,11.35,2,1,1,0,0,0,0,0,0,0
85.859,0,0,0,9,19.52,0,1,0,1,0,0,1,1,0,0
45.0,0,1,0,18,37.33,0,1,1,0,0,0,0,1,0,0
68.28484,0,0,1,9,8.22,0,1,0,1,0,0,0,0,1,0
24.0,0,0,0,8,8.95,0,1,0,1,0,0,0,0,1,0
55.0,0,0,0,13,6.52,0,1,0,1,0,0,0,0,0,0
57.0,0,0,3,11,26.8,0,1,1,0,0,0,0,0,0,0
60.725,0,0,0,8,11.75,1,1,0,1,0,0,0,1,0,0
70.0,0,0,0,10,3.05,0,1,1,0,0,0,0,0,0,0
98.0,0,0,0,14,12.0,0,1,1,0,0,0,0,1,0,0
400.0,0,1,0,6,5.0,2,1,1,0,0,0,0,1,0,0
102.5,0,0,0,14,19.43,0,1,1,0,0,0,0,0,0,0
108.0,0,0,1,7,14.63,0,1,0,1,0,0,0,0,0,0
80.0,0,1,1,9,15.05,0,1,1,0,0,0,1,1,0,0
84.0,0,0,0,7,13.16,0,1,1,0,0,0,0,0,0,0
45.0,0,0,1,8,23.28,0,1,0,1,0,0,0,0,1,0
95.0,0,0,0,19,11.74,1,1,1,0,0,0,0,1,0,0
42.0,0,0,2,14,30.1,0,1,0,0,1,0,1,1,0,1
60.0,0,0,1,22,30.36,0,1,0,0,1,0,1,1,0,0
31.2,0,0,0,7,12.54,0,1,0,1,0,0,0,1,0,0
60.0,0,0,0,8,17.5,0,1,0,1,0,0,0,0,1,0
25.0,0,0,3,12,18.0,0,1,0,1,0,0,0,1,0,1
42.0,0,0,2,15,38.56,0,1,0,0,1,0,0,0,0,0
80.0,0,0,0,8,15.86,0,1,0,1,0,0,0,0,1,0
50.0,0,0,1,9,11.71,0,1,1,0,0,0,1,0,0,0
40.0,0,0,2,15,30.06,0,1,0,1,0,0,1,1,0,0
79.0,0,0,1,11,19.55,0,1,1,0,0,0,0,0,1,0
46.0,0,0,0,10,5.53,0,1,0,1,0,0,0,1,0,0
100.0,0,0,0,13,9.3,1,1,0,1,0,0,0,1,0,0
75.0,0,0,1,13,12.93,0,1,1,0,0,0,0,1,0,0
113.0,0,0,1,11,7.63,1,1,0,1,0,0,0,1,0,0
58.0,0,0,0,6,10.18,0,1,1,0,0,0,0,0,1,0
49.0,0,2,0,10,25.01,0,1,1,0,0,0,0,1,0,0
62.0,0,3,0,5,22.84,0,1,1,0,0,0,0,1,0,0
75.0,0,0,1,10,10.96,0,1,0,1,0,0,0,0,1,1
72.0,0,0,0,14,11.5,0,1,1,0,0,0,0,0,0,0
75.0,0,0,0,11,30.26,1,1,1,0,0,0,1,1,0,1
54.0,0,0,0,8,31.37,0,1,0,1,0,0,0,1,0,0
50.0,0,0,0,5,18.6,0,1,1,0,0,0,0,0,1,0
195.0,0,0,1,16,21.06,0,1,1,0,0,0,0,0,0,0
42.0,0,0,1,13,24.46,1,1,0,1,0,0,0,1,0,0
65.5,0,1,0,21,35.16,0,1,1,0,0,0,1,1,0,0
47.75,0,0,0,20,30.26,0,1,1,0,0,0,0,0,0,0
65.0,0,1,0,25,26.99,0,1,0,1,0,0,1,1,0,0
32.0,0,0,2,7,17.48,0,1,0,1,0,0,0,0,0,0
72.0,0,0,1,9,1.97,0,1,1,0,0,0,0,1,0,0
39.939,0,0,0,7,37.87,0,1,0,1,0,0,0,1,0,0
65.0,0,0,1,10,23.28,0,1,1,0,0,0,1,0,0,0
38.0,0,0,2,11,28.87,0,1,0,0,1,0,0,0,1,0
52.0,0,1,1,12,11.84,0,1,1,0,0,0,0,1,0,0
60.0,0,1,0,12,21.34,0,1,1,0,0,0,0,0,1,0
66.0,0,0,0,8,26.29,0,1,1,0,0,0,0,0,1,0
90.0,0,0,0,10,12.07,0,1,0,1,0,0,0,0,1,0
63.0,0,1,0,7,9.22,0,1,1,0,0,0,0,0,1,0
85.0,0,0,1,12,23.94,0,1,1,0,0,0,0,0,1,0
39.148,0,1,0,7,23.85,0,1,0,1,0,0,0,1,0,0
150.0,0,0,2,26,26.52,0,1,1,0,0,0,1,0,0,0
